Vigencia_Inicio,Vigencia_Fin,Aeropuerto,Nom_Aeropuerto,Gpo_Consumo,Tipo,Tarifa,No.,Descripcion,Precio_Pemex,Descnto_Pemex,Almacenamiento_Origen,Almacenamiento_Base,Almacenamiento_Hidrante,Alm_Horario_Extraordinario,Expedio_Autotanque,Expendio _ispensador,Exp_Horario_extraordinario,Tarifa_Succion,COM_ALM_EXP_AUTOTANQUE,COM_ALM_EXP_HIDRANTE,COM_ALM_EXP_AUTOTANQUE,COM_ALM_EXP_HIDRANTE,ALM_EXP_AUTOTANQUE,ALM_EXP_HIDRANTE,ALM_EXP_AUTOTANQUE,ALM_EXP_HIDRANTE
16122021,20122021,LZC,LAZARO CARDENAS,GPO 01-A,1-A,Contractual,101,TURBOSINA, $14.13302 ,-$0.06010 , $-   , $0.12479 , $-   , $0.27700 , $0.31274 , $-   , $0.21071 , $0.31274 , $14.51045 , $-   , $14.99816 , $-   , $0.43753 , $-   , $0.92524 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 01-B,1-B,Contractual,101,TURBOSINA, $14.13302 ,-$0.06010 , $-   , $0.12479 , $-   , $0.27700 , $0.33151 , $-   , $0.21071 , $0.33151 , $14.52922 , $-   , $15.01693 , $-   , $0.45630 , $-   , $0.94401 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 01-C,1-C,Contractual,101,TURBOSINA, $14.13302 ,-$0.06010 , $-   , $0.12479 , $-   , $0.27700 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.61679 , $-   , $15.10450 , $-   , $0.54387 , $-   , $1.03158 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 01-D,1-D,Contractual,101,TURBOSINA, $14.13302 ,-$0.06010 , $-   , $0.12479 , $-   , $0.27700 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.66683 , $-   , $15.15454 , $-   , $0.59391 , $-   , $1.08162 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 10-A,10-A,Contractual,101,TURBOSINA, $14.13302 , $-   , $-   , $0.12479 , $-   , $0.27700 , $0.31274 , $-   , $0.21071 , $0.31274 , $14.57055 , $-   , $15.05826 , $-   , $0.43753 , $-   , $0.92524 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 10-B,10-B,Contractual,101,TURBOSINA, $14.13302 , $-   , $-   , $0.12479 , $-   , $0.27700 , $0.33151 , $-   , $0.21071 , $0.33151 , $14.58932 , $-   , $15.07703 , $-   , $0.45630 , $-   , $0.94401 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 10-C,10-C,Contractual,101,TURBOSINA, $14.13302 , $-   , $-   , $0.12479 , $-   , $0.27700 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.67689 , $-   , $15.16460 , $-   , $0.54387 , $-   , $1.03158 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 10-D,10-D,Contractual,101,TURBOSINA, $14.13302 , $-   , $-   , $0.12479 , $-   , $0.27700 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.72693 , $-   , $15.21464 , $-   , $0.59391 , $-   , $1.08162 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 02-A,2-A,Contractual,101,TURBOSINA, $14.13302 ,-$0.30050 , $-   , $0.12479 , $-   , $0.27700 , $0.31274 , $-   , $0.21071 , $0.31274 , $14.27005 , $-   , $14.75776 , $-   , $0.43753 , $-   , $0.92524 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 02-B,2-B,Contractual,101,TURBOSINA, $14.13302 ,-$0.30050 , $-   , $0.12479 , $-   , $0.27700 , $0.33151 , $-   , $0.21071 , $0.33151 , $14.28882 , $-   , $14.77653 , $-   , $0.45630 , $-   , $0.94401 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 02-C,2-C,Contractual,101,TURBOSINA, $14.13302 ,-$0.30050 , $-   , $0.12479 , $-   , $0.27700 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.37639 , $-   , $14.86410 , $-   , $0.54387 , $-   , $1.03158 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 02-D,2-D,Contractual,101,TURBOSINA, $14.13302 ,-$0.30050 , $-   , $0.12479 , $-   , $0.27700 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.42643 , $-   , $14.91414 , $-   , $0.59391 , $-   , $1.08162 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 03-A,3-A,Contractual,101,TURBOSINA, $14.13302 ,-$0.36060 , $-   , $0.12479 , $-   , $0.27700 , $0.31274 , $-   , $0.21071 , $0.31274 , $14.20995 , $-   , $14.69766 , $-   , $0.43753 , $-   , $0.92524 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 03-B,3-B,Contractual,101,TURBOSINA, $14.13302 ,-$0.36060 , $-   , $0.12479 , $-   , $0.27700 , $0.33151 , $-   , $0.21071 , $0.33151 , $14.22872 , $-   , $14.71643 , $-   , $0.45630 , $-   , $0.94401 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 03-C,3-C,Contractual,101,TURBOSINA, $14.13302 ,-$0.36060 , $-   , $0.12479 , $-   , $0.27700 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.31629 , $-   , $14.80400 , $-   , $0.54387 , $-   , $1.03158 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 03-D,3-D,Contractual,101,TURBOSINA, $14.13302 ,-$0.36060 , $-   , $0.12479 , $-   , $0.27700 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.36633 , $-   , $14.85404 , $-   , $0.59391 , $-   , $1.08162 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 04-A,4-A,Contractual,101,TURBOSINA, $14.13302 ,-$0.51085 , $-   , $0.12479 , $-   , $0.27700 , $0.31274 , $-   , $0.21071 , $0.31274 , $14.05970 , $-   , $14.54741 , $-   , $0.43753 , $-   , $0.92524 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 04-B,4-B,Contractual,101,TURBOSINA, $14.13302 ,-$0.51085 , $-   , $0.12479 , $-   , $0.27700 , $0.33151 , $-   , $0.21071 , $0.33151 , $14.07847 , $-   , $14.56618 , $-   , $0.45630 , $-   , $0.94401 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 04-C,4-C,Contractual,101,TURBOSINA, $14.13302 ,-$0.51085 , $-   , $0.12479 , $-   , $0.27700 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.16604 , $-   , $14.65375 , $-   , $0.54387 , $-   , $1.03158 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 04-D,4-D,Contractual,101,TURBOSINA, $14.13302 ,-$0.51085 , $-   , $0.12479 , $-   , $0.27700 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.21608 , $-   , $14.70379 , $-   , $0.59391 , $-   , $1.08162 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 05-A,5-A,Contractual,101,TURBOSINA, $14.13302 ,-$0.57095 , $-   , $0.12479 , $-   , $0.27700 , $0.31274 , $-   , $0.21071 , $0.31274 , $13.99960 , $-   , $14.48731 , $-   , $0.43753 , $-   , $0.92524 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 05-B,5-B,Contractual,101,TURBOSINA, $14.13302 ,-$0.57095 , $-   , $0.12479 , $-   , $0.27700 , $0.33151 , $-   , $0.21071 , $0.33151 , $14.01837 , $-   , $14.50608 , $-   , $0.45630 , $-   , $0.94401 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 05-C,5-C,Contractual,101,TURBOSINA, $14.13302 ,-$0.57095 , $-   , $0.12479 , $-   , $0.27700 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.10594 , $-   , $14.59365 , $-   , $0.54387 , $-   , $1.03158 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 05-D,5-D,Contractual,101,TURBOSINA, $14.13302 ,-$0.57095 , $-   , $0.12479 , $-   , $0.27700 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.15598 , $-   , $14.64369 , $-   , $0.59391 , $-   , $1.08162 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 06-A,6-A,Contractual,101,TURBOSINA, $14.13302 ,-$0.58898 , $-   , $0.12479 , $-   , $0.27700 , $0.31274 , $-   , $0.21071 , $0.31274 , $13.98157 , $-   , $14.46928 , $-   , $0.43753 , $-   , $0.92524 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 06-B,6-B,Contractual,101,TURBOSINA, $14.13302 ,-$0.58898 , $-   , $0.12479 , $-   , $0.27700 , $0.33151 , $-   , $0.21071 , $0.33151 , $14.00034 , $-   , $14.48805 , $-   , $0.45630 , $-   , $0.94401 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 06-C,6-C,Contractual,101,TURBOSINA, $14.13302 ,-$0.58898 , $-   , $0.12479 , $-   , $0.27700 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.08791 , $-   , $14.57562 , $-   , $0.54387 , $-   , $1.03158 , $-   
16122021,20122021,LZC,LAZARO CARDENAS,GPO 06-D,6-D,Contractual,101,TURBOSINA, $14.13302 ,-$0.58898 , $-   , $0.12479 , $-   , $0.27700 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.13795 , $-   , $14.62566 , $-   , $0.59391 , $-   , $1.08162 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 10-A,10-A,Adicional,101,TURBOSINA, $13.81214 , $-   , $-   , $0.09383 , $-   , $0.04215 , $0.31274 , $-   , $0.21071 , $0.31274 , $14.21871 , $-   , $14.47157 , $-   , $0.40657 , $-   , $0.65943 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 10-B,10-B,Adicional,101,TURBOSINA, $13.81214 , $-   , $-   , $0.09383 , $-   , $0.04215 , $0.33151 , $-   , $0.21071 , $0.33151 , $14.23748 , $-   , $14.49034 , $-   , $0.42534 , $-   , $0.67820 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 10-C,10-C,Adicional,101,TURBOSINA, $13.81214 , $-   , $-   , $0.09383 , $-   , $0.04215 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.32505 , $-   , $14.57791 , $-   , $0.51291 , $-   , $0.76577 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 10-D,10-D,Adicional,101,TURBOSINA, $13.81214 , $-   , $-   , $0.09383 , $-   , $0.04215 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.37509 , $-   , $14.62795 , $-   , $0.56295 , $-   , $0.81581 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 01-A,1-A,Contractual,101,TURBOSINA, $13.81214 ,-$0.06010 , $-   , $0.09383 , $-   , $0.04215 , $0.31274 , $-   , $0.21071 , $0.31274 , $14.15861 , $-   , $14.41147 , $-   , $0.40657 , $-   , $0.65943 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 01-B,1-B,Contractual,101,TURBOSINA, $13.81214 ,-$0.06010 , $-   , $0.09383 , $-   , $0.04215 , $0.33151 , $-   , $0.21071 , $0.33151 , $14.17738 , $-   , $14.43024 , $-   , $0.42534 , $-   , $0.67820 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 01-C,1-C,Contractual,101,TURBOSINA, $13.81214 ,-$0.06010 , $-   , $0.09383 , $-   , $0.04215 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.26495 , $-   , $14.51781 , $-   , $0.51291 , $-   , $0.76577 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 01-D,1-D,Contractual,101,TURBOSINA, $13.81214 ,-$0.06010 , $-   , $0.09383 , $-   , $0.04215 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.31499 , $-   , $14.56785 , $-   , $0.56295 , $-   , $0.81581 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 10-A,10-A,Contractual,101,TURBOSINA, $13.81214 , $-   , $-   , $0.09383 , $-   , $0.04215 , $0.31274 , $-   , $0.21071 , $0.31274 , $14.21871 , $-   , $14.47157 , $-   , $0.40657 , $-   , $0.65943 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 10-B,10-B,Contractual,101,TURBOSINA, $13.81214 , $-   , $-   , $0.09383 , $-   , $0.04215 , $0.33151 , $-   , $0.21071 , $0.33151 , $14.23748 , $-   , $14.49034 , $-   , $0.42534 , $-   , $0.67820 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 10-C,10-C,Contractual,101,TURBOSINA, $13.81214 , $-   , $-   , $0.09383 , $-   , $0.04215 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.32505 , $-   , $14.57791 , $-   , $0.51291 , $-   , $0.76577 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 10-D,10-D,Contractual,101,TURBOSINA, $13.81214 , $-   , $-   , $0.09383 , $-   , $0.04215 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.37509 , $-   , $14.62795 , $-   , $0.56295 , $-   , $0.81581 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 02-A,2-A,Contractual,101,TURBOSINA, $13.81214 ,-$0.30050 , $-   , $0.09383 , $-   , $0.04215 , $0.31274 , $-   , $0.21071 , $0.31274 , $13.91821 , $-   , $14.17107 , $-   , $0.40657 , $-   , $0.65943 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 02-B,2-B,Contractual,101,TURBOSINA, $13.81214 ,-$0.30050 , $-   , $0.09383 , $-   , $0.04215 , $0.33151 , $-   , $0.21071 , $0.33151 , $13.93698 , $-   , $14.18984 , $-   , $0.42534 , $-   , $0.67820 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 02-C,2-C,Contractual,101,TURBOSINA, $13.81214 ,-$0.30050 , $-   , $0.09383 , $-   , $0.04215 , $0.41908 , $-   , $0.21071 , $0.41908 , $14.02455 , $-   , $14.27741 , $-   , $0.51291 , $-   , $0.76577 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 02-D,2-D,Contractual,101,TURBOSINA, $13.81214 ,-$0.30050 , $-   , $0.09383 , $-   , $0.04215 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.07459 , $-   , $14.32745 , $-   , $0.56295 , $-   , $0.81581 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 03-A,3-A,Contractual,101,TURBOSINA, $13.81214 ,-$0.36060 , $-   , $0.09383 , $-   , $0.04215 , $0.31274 , $-   , $0.21071 , $0.31274 , $13.85811 , $-   , $14.11097 , $-   , $0.40657 , $-   , $0.65943 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 03-B,3-B,Contractual,101,TURBOSINA, $13.81214 ,-$0.36060 , $-   , $0.09383 , $-   , $0.04215 , $0.33151 , $-   , $0.21071 , $0.33151 , $13.87688 , $-   , $14.12974 , $-   , $0.42534 , $-   , $0.67820 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 03-C,3-C,Contractual,101,TURBOSINA, $13.81214 ,-$0.36060 , $-   , $0.09383 , $-   , $0.04215 , $0.41908 , $-   , $0.21071 , $0.41908 , $13.96445 , $-   , $14.21731 , $-   , $0.51291 , $-   , $0.76577 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 03-D,3-D,Contractual,101,TURBOSINA, $13.81214 ,-$0.36060 , $-   , $0.09383 , $-   , $0.04215 , $0.46912 , $-   , $0.21071 , $0.46912 , $14.01449 , $-   , $14.26735 , $-   , $0.56295 , $-   , $0.81581 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 04-A,4-A,Contractual,101,TURBOSINA, $13.81214 ,-$0.51085 , $-   , $0.09383 , $-   , $0.04215 , $0.31274 , $-   , $0.21071 , $0.31274 , $13.70786 , $-   , $13.96072 , $-   , $0.40657 , $-   , $0.65943 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 04-B,4-B,Contractual,101,TURBOSINA, $13.81214 ,-$0.51085 , $-   , $0.09383 , $-   , $0.04215 , $0.33151 , $-   , $0.21071 , $0.33151 , $13.72663 , $-   , $13.97949 , $-   , $0.42534 , $-   , $0.67820 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 04-C,4-C,Contractual,101,TURBOSINA, $13.81214 ,-$0.51085 , $-   , $0.09383 , $-   , $0.04215 , $0.41908 , $-   , $0.21071 , $0.41908 , $13.81420 , $-   , $14.06706 , $-   , $0.51291 , $-   , $0.76577 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 04-D,4-D,Contractual,101,TURBOSINA, $13.81214 ,-$0.51085 , $-   , $0.09383 , $-   , $0.04215 , $0.46912 , $-   , $0.21071 , $0.46912 , $13.86424 , $-   , $14.11710 , $-   , $0.56295 , $-   , $0.81581 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 05-A,5-A,Contractual,101,TURBOSINA, $13.81214 ,-$0.57095 , $-   , $0.09383 , $-   , $0.04215 , $0.31274 , $-   , $0.21071 , $0.31274 , $13.64776 , $-   , $13.90062 , $-   , $0.40657 , $-   , $0.65943 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 05-B,5-B,Contractual,101,TURBOSINA, $13.81214 ,-$0.57095 , $-   , $0.09383 , $-   , $0.04215 , $0.33151 , $-   , $0.21071 , $0.33151 , $13.66653 , $-   , $13.91939 , $-   , $0.42534 , $-   , $0.67820 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 05-C,5-C,Contractual,101,TURBOSINA, $13.81214 ,-$0.57095 , $-   , $0.09383 , $-   , $0.04215 , $0.41908 , $-   , $0.21071 , $0.41908 , $13.75410 , $-   , $14.00696 , $-   , $0.51291 , $-   , $0.76577 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 05-D,5-D,Contractual,101,TURBOSINA, $13.81214 ,-$0.57095 , $-   , $0.09383 , $-   , $0.04215 , $0.46912 , $-   , $0.21071 , $0.46912 , $13.80414 , $-   , $14.05700 , $-   , $0.56295 , $-   , $0.81581 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 06-A,6-A,Contractual,101,TURBOSINA, $13.81214 ,-$0.58898 , $-   , $0.09383 , $-   , $0.04215 , $0.31274 , $-   , $0.21071 , $0.31274 , $13.62973 , $-   , $13.88259 , $-   , $0.40657 , $-   , $0.65943 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 06-B,6-B,Contractual,101,TURBOSINA, $13.81214 ,-$0.58898 , $-   , $0.09383 , $-   , $0.04215 , $0.33151 , $-   , $0.21071 , $0.33151 , $13.64850 , $-   , $13.90136 , $-   , $0.42534 , $-   , $0.67820 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 06-C,6-C,Contractual,101,TURBOSINA, $13.81214 ,-$0.58898 , $-   , $0.09383 , $-   , $0.04215 , $0.41908 , $-   , $0.21071 , $0.41908 , $13.73607 , $-   , $13.98893 , $-   , $0.51291 , $-   , $0.76577 , $-   
16122021,20122021,MAM,MATAMOROS,GPO 06-D,6-D,Contractual,101,TURBOSINA, $13.81214 ,-$0.58898 , $-   , $0.09383 , $-   , $0.04215 , $0.46912 , $-   , $0.21071 , $0.46912 , $13.78611 , $-   , $14.03897 , $-   , $0.56295 , $-   , $0.81581 , $-   
16122021,20122021,MEX,MEXICO,GPO 10-A,10-A,Adicional,101,TURBOSINA, $13.52260 , $-   , $-   , $0.14398 , $0.01000 , $-   , $0.11509 , $0.08035 , $-   , $0.11509 , $13.78167 , $13.75693 , $-   , $-   , $0.25907 , $0.23433 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 10-B,10-B,Adicional,101,TURBOSINA, $13.52260 , $-   , $-   , $0.14398 , $0.01000 , $-   , $0.12199 , $0.08517 , $-   , $0.12199 , $13.78857 , $13.76175 , $-   , $-   , $0.26597 , $0.23915 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 10-C,10-C,Adicional,101,TURBOSINA, $13.52260 , $-   , $-   , $0.14398 , $0.01000 , $-   , $0.15422 , $0.10767 , $-   , $0.15422 , $13.82080 , $13.78425 , $-   , $-   , $0.29820 , $0.26165 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 10-D,10-D,Adicional,101,TURBOSINA, $13.52260 , $-   , $-   , $0.14398 , $0.01000 , $-   , $0.17263 , $0.12053 , $-   , $0.17263 , $13.83921 , $13.79711 , $-   , $-   , $0.31661 , $0.27451 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 01-A,1-A,Contractual,101,TURBOSINA, $13.52260 ,-$0.06010 , $-   , $0.14398 , $0.01000 , $-   , $0.11509 , $0.08035 , $-   , $0.11509 , $13.72157 , $13.69683 , $-   , $-   , $0.25907 , $0.23433 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 01-B,1-B,Contractual,101,TURBOSINA, $13.52260 ,-$0.06010 , $-   , $0.14398 , $0.01000 , $-   , $0.12199 , $0.08517 , $-   , $0.12199 , $13.72847 , $13.70165 , $-   , $-   , $0.26597 , $0.23915 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 01-C,1-C,Contractual,101,TURBOSINA, $13.52260 ,-$0.06010 , $-   , $0.14398 , $0.01000 , $-   , $0.15422 , $0.10767 , $-   , $0.15422 , $13.76070 , $13.72415 , $-   , $-   , $0.29820 , $0.26165 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 01-D,1-D,Contractual,101,TURBOSINA, $13.52260 ,-$0.06010 , $-   , $0.14398 , $0.01000 , $-   , $0.17263 , $0.12053 , $-   , $0.17263 , $13.77911 , $13.73701 , $-   , $-   , $0.31661 , $0.27451 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 10-A,10-A,Contractual,101,TURBOSINA, $13.52260 , $-   , $-   , $0.14398 , $0.01000 , $-   , $0.11509 , $0.08035 , $-   , $0.11509 , $13.78167 , $13.75693 , $-   , $-   , $0.25907 , $0.23433 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 10-B,10-B,Contractual,101,TURBOSINA, $13.52260 , $-   , $-   , $0.14398 , $0.01000 , $-   , $0.12199 , $0.08517 , $-   , $0.12199 , $13.78857 , $13.76175 , $-   , $-   , $0.26597 , $0.23915 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 10-C,10-C,Contractual,101,TURBOSINA, $13.52260 , $-   , $-   , $0.14398 , $0.01000 , $-   , $0.15422 , $0.10767 , $-   , $0.15422 , $13.82080 , $13.78425 , $-   , $-   , $0.29820 , $0.26165 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 10-D,10-D,Contractual,101,TURBOSINA, $13.52260 , $-   , $-   , $0.14398 , $0.01000 , $-   , $0.17263 , $0.12053 , $-   , $0.17263 , $13.83921 , $13.79711 , $-   , $-   , $0.31661 , $0.27451 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 02-A,2-A,Contractual,101,TURBOSINA, $13.52260 ,-$0.30050 , $-   , $0.14398 , $0.01000 , $-   , $0.11509 , $0.08035 , $-   , $0.11509 , $13.48117 , $13.45643 , $-   , $-   , $0.25907 , $0.23433 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 02-B,2-B,Contractual,101,TURBOSINA, $13.52260 ,-$0.30050 , $-   , $0.14398 , $0.01000 , $-   , $0.12199 , $0.08517 , $-   , $0.12199 , $13.48807 , $13.46125 , $-   , $-   , $0.26597 , $0.23915 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 02-C,2-C,Contractual,101,TURBOSINA, $13.52260 ,-$0.30050 , $-   , $0.14398 , $0.01000 , $-   , $0.15422 , $0.10767 , $-   , $0.15422 , $13.52030 , $13.48375 , $-   , $-   , $0.29820 , $0.26165 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 02-D,2-D,Contractual,101,TURBOSINA, $13.52260 ,-$0.30050 , $-   , $0.14398 , $0.01000 , $-   , $0.17263 , $0.12053 , $-   , $0.17263 , $13.53871 , $13.49661 , $-   , $-   , $0.31661 , $0.27451 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 03-A,3-A,Contractual,101,TURBOSINA, $13.52260 ,-$0.36060 , $-   , $0.14398 , $0.01000 , $-   , $0.11509 , $0.08035 , $-   , $0.11509 , $13.42107 , $13.39633 , $-   , $-   , $0.25907 , $0.23433 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 03-B,3-B,Contractual,101,TURBOSINA, $13.52260 ,-$0.36060 , $-   , $0.14398 , $0.01000 , $-   , $0.12199 , $0.08517 , $-   , $0.12199 , $13.42797 , $13.40115 , $-   , $-   , $0.26597 , $0.23915 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 03-C,3-C,Contractual,101,TURBOSINA, $13.52260 ,-$0.36060 , $-   , $0.14398 , $0.01000 , $-   , $0.15422 , $0.10767 , $-   , $0.15422 , $13.46020 , $13.42365 , $-   , $-   , $0.29820 , $0.26165 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 03-D,3-D,Contractual,101,TURBOSINA, $13.52260 ,-$0.36060 , $-   , $0.14398 , $0.01000 , $-   , $0.17263 , $0.12053 , $-   , $0.17263 , $13.47861 , $13.43651 , $-   , $-   , $0.31661 , $0.27451 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 04-A,4-A,Contractual,101,TURBOSINA, $13.52260 ,-$0.51085 , $-   , $0.14398 , $0.01000 , $-   , $0.11509 , $0.08035 , $-   , $0.11509 , $13.27082 , $13.24608 , $-   , $-   , $0.25907 , $0.23433 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 04-B,4-B,Contractual,101,TURBOSINA, $13.52260 ,-$0.51085 , $-   , $0.14398 , $0.01000 , $-   , $0.12199 , $0.08517 , $-   , $0.12199 , $13.27772 , $13.25090 , $-   , $-   , $0.26597 , $0.23915 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 04-C,4-C,Contractual,101,TURBOSINA, $13.52260 ,-$0.51085 , $-   , $0.14398 , $0.01000 , $-   , $0.15422 , $0.10767 , $-   , $0.15422 , $13.30995 , $13.27340 , $-   , $-   , $0.29820 , $0.26165 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 04-D,4-D,Contractual,101,TURBOSINA, $13.52260 ,-$0.51085 , $-   , $0.14398 , $0.01000 , $-   , $0.17263 , $0.12053 , $-   , $0.17263 , $13.32836 , $13.28626 , $-   , $-   , $0.31661 , $0.27451 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 05-A,5-A,Contractual,101,TURBOSINA, $13.52260 ,-$0.57095 , $-   , $0.14398 , $0.01000 , $-   , $0.11509 , $0.08035 , $-   , $0.11509 , $13.21072 , $13.18598 , $-   , $-   , $0.25907 , $0.23433 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 05-B,5-B,Contractual,101,TURBOSINA, $13.52260 ,-$0.57095 , $-   , $0.14398 , $0.01000 , $-   , $0.12199 , $0.08517 , $-   , $0.12199 , $13.21762 , $13.19080 , $-   , $-   , $0.26597 , $0.23915 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 05-C,5-C,Contractual,101,TURBOSINA, $13.52260 ,-$0.57095 , $-   , $0.14398 , $0.01000 , $-   , $0.15422 , $0.10767 , $-   , $0.15422 , $13.24985 , $13.21330 , $-   , $-   , $0.29820 , $0.26165 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 05-D,5-D,Contractual,101,TURBOSINA, $13.52260 ,-$0.57095 , $-   , $0.14398 , $0.01000 , $-   , $0.17263 , $0.12053 , $-   , $0.17263 , $13.26826 , $13.22616 , $-   , $-   , $0.31661 , $0.27451 , $-   , $-   
16122021,20122021,MEX,MEXICO,GPO 06-A,6-A,Contractual,101,TURBOSINA, $13.52260 ,-$0.58898 , $-   , $0.14398 , $0.01000 , $-   , $0.11509 , $0.08035 , $-   , $0.11509 , $13.19269 , $13.16795 , $-   , $-   , $0.25907 , $0.23433 , $-   , $-   
