Vigencia_Inicio,Vigencia_Fin,Aeropuerto,Nom_Aeropuerto,Gpo_Consumo,Tipo,Tarifa,No.,Descripcion,Precio_Pemex,Descnto_Pemex,Almacenamiento_Origen,Almacenamiento_Base,Almacenamiento_Hidrante,Alm_Horario_Extraordinario,Expedio_Autotanque,Expendio _ispensador,Exp_Horario_extraordinario,Tarifa_Succion,COM_ALM_EXP_AUTOTANQUE,COM_ALM_EXP_HIDRANTE,COM_ALM_EXP_AUTOTANQUE,COM_ALM_EXP_HIDRANTE,ALM_EXP_AUTOTANQUE,ALM_EXP_HIDRANTE,ALM_EXP_AUTOTANQUE,ALM_EXP_HIDRANTE
30112021,06122021,HUX,HUATULCO,GPO 10-A,10-A,Contractual,101,TURBOSINA, $14.39096 , $-   , $-   , $0.17643 , $0.01000 , $0.02203 , $0.31274 , $0.28574 , $0.21071 , $0.31274 , $14.88013 , $14.86313 , $15.11287 , $15.09587 , $0.48917 , $0.47217 , $0.72191 , $0.70491 
30112021,06122021,HUX,HUATULCO,GPO 10-B,10-B,Contractual,101,TURBOSINA, $14.39096 , $-   , $-   , $0.17643 , $0.01000 , $0.02203 , $0.33151 , $0.30289 , $0.21071 , $0.33151 , $14.89890 , $14.88028 , $15.13164 , $15.11302 , $0.50794 , $0.48932 , $0.74068 , $0.72206 
30112021,06122021,HUX,HUATULCO,GPO 10-C,10-C,Contractual,101,TURBOSINA, $14.39096 , $-   , $-   , $0.17643 , $0.01000 , $0.02203 , $0.41908 , $0.38290 , $0.21071 , $0.41908 , $14.98647 , $14.96029 , $15.21921 , $15.19303 , $0.59551 , $0.56933 , $0.82825 , $0.80207 
30112021,06122021,HUX,HUATULCO,GPO 10-D,10-D,Contractual,101,TURBOSINA, $14.39096 , $-   , $-   , $0.17643 , $0.01000 , $0.02203 , $0.46912 , $0.42862 , $0.21071 , $0.46912 , $15.03651 , $15.00601 , $15.26925 , $15.23875 , $0.64555 , $0.61505 , $0.87829 , $0.84779 
30112021,06122021,HUX,HUATULCO,GPO 02-A,2-A,Contractual,101,TURBOSINA, $14.39096 ,-$0.29600 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.31274 , $0.28574 , $0.21071 , $0.31274 , $14.58413 , $14.56713 , $14.81687 , $14.79987 , $0.48917 , $0.47217 , $0.72191 , $0.70491 
30112021,06122021,HUX,HUATULCO,GPO 02-B,2-B,Contractual,101,TURBOSINA, $14.39096 ,-$0.29600 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.33151 , $0.30289 , $0.21071 , $0.33151 , $14.60290 , $14.58428 , $14.83564 , $14.81702 , $0.50794 , $0.48932 , $0.74068 , $0.72206 
30112021,06122021,HUX,HUATULCO,GPO 02-C,2-C,Contractual,101,TURBOSINA, $14.39096 ,-$0.29600 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.41908 , $0.38290 , $0.21071 , $0.41908 , $14.69047 , $14.66429 , $14.92321 , $14.89703 , $0.59551 , $0.56933 , $0.82825 , $0.80207 
30112021,06122021,HUX,HUATULCO,GPO 02-D,2-D,Contractual,101,TURBOSINA, $14.39096 ,-$0.29600 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.46912 , $0.42862 , $0.21071 , $0.46912 , $14.74051 , $14.71001 , $14.97325 , $14.94275 , $0.64555 , $0.61505 , $0.87829 , $0.84779 
30112021,06122021,HUX,HUATULCO,GPO 03-A,3-A,Contractual,101,TURBOSINA, $14.39096 ,-$0.35520 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.31274 , $0.28574 , $0.21071 , $0.31274 , $14.52493 , $14.50793 , $14.75767 , $14.74067 , $0.48917 , $0.47217 , $0.72191 , $0.70491 
30112021,06122021,HUX,HUATULCO,GPO 03-B,3-B,Contractual,101,TURBOSINA, $14.39096 ,-$0.35520 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.33151 , $0.30289 , $0.21071 , $0.33151 , $14.54370 , $14.52508 , $14.77644 , $14.75782 , $0.50794 , $0.48932 , $0.74068 , $0.72206 
30112021,06122021,HUX,HUATULCO,GPO 03-C,3-C,Contractual,101,TURBOSINA, $14.39096 ,-$0.35520 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.41908 , $0.38290 , $0.21071 , $0.41908 , $14.63127 , $14.60509 , $14.86401 , $14.83783 , $0.59551 , $0.56933 , $0.82825 , $0.80207 
30112021,06122021,HUX,HUATULCO,GPO 03-D,3-D,Contractual,101,TURBOSINA, $14.39096 ,-$0.35520 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.46912 , $0.42862 , $0.21071 , $0.46912 , $14.68131 , $14.65081 , $14.91405 , $14.88355 , $0.64555 , $0.61505 , $0.87829 , $0.84779 
30112021,06122021,HUX,HUATULCO,GPO 04-A,4-A,Contractual,101,TURBOSINA, $14.39096 ,-$0.50320 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.31274 , $0.28574 , $0.21071 , $0.31274 , $14.37693 , $14.35993 , $14.60967 , $14.59267 , $0.48917 , $0.47217 , $0.72191 , $0.70491 
30112021,06122021,HUX,HUATULCO,GPO 04-B,4-B,Contractual,101,TURBOSINA, $14.39096 ,-$0.50320 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.33151 , $0.30289 , $0.21071 , $0.33151 , $14.39570 , $14.37708 , $14.62844 , $14.60982 , $0.50794 , $0.48932 , $0.74068 , $0.72206 
30112021,06122021,HUX,HUATULCO,GPO 04-C,4-C,Contractual,101,TURBOSINA, $14.39096 ,-$0.50320 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.41908 , $0.38290 , $0.21071 , $0.41908 , $14.48327 , $14.45709 , $14.71601 , $14.68983 , $0.59551 , $0.56933 , $0.82825 , $0.80207 
30112021,06122021,HUX,HUATULCO,GPO 04-D,4-D,Contractual,101,TURBOSINA, $14.39096 ,-$0.50320 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.46912 , $0.42862 , $0.21071 , $0.46912 , $14.53331 , $14.50281 , $14.76605 , $14.73555 , $0.64555 , $0.61505 , $0.87829 , $0.84779 
30112021,06122021,HUX,HUATULCO,GPO 05-A,5-A,Contractual,101,TURBOSINA, $14.39096 ,-$0.56240 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.31274 , $0.28574 , $0.21071 , $0.31274 , $14.31773 , $14.30073 , $14.55047 , $14.53347 , $0.48917 , $0.47217 , $0.72191 , $0.70491 
30112021,06122021,HUX,HUATULCO,GPO 05-B,5-B,Contractual,101,TURBOSINA, $14.39096 ,-$0.56240 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.33151 , $0.30289 , $0.21071 , $0.33151 , $14.33650 , $14.31788 , $14.56924 , $14.55062 , $0.50794 , $0.48932 , $0.74068 , $0.72206 
30112021,06122021,HUX,HUATULCO,GPO 05-C,5-C,Contractual,101,TURBOSINA, $14.39096 ,-$0.56240 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.41908 , $0.38290 , $0.21071 , $0.41908 , $14.42407 , $14.39789 , $14.65681 , $14.63063 , $0.59551 , $0.56933 , $0.82825 , $0.80207 
30112021,06122021,HUX,HUATULCO,GPO 05-D,5-D,Contractual,101,TURBOSINA, $14.39096 ,-$0.56240 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.46912 , $0.42862 , $0.21071 , $0.46912 , $14.47411 , $14.44361 , $14.70685 , $14.67635 , $0.64555 , $0.61505 , $0.87829 , $0.84779 
30112021,06122021,HUX,HUATULCO,GPO 06-A,6-A,Contractual,101,TURBOSINA, $14.39096 ,-$0.58016 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.31274 , $0.28574 , $0.21071 , $0.31274 , $14.29997 , $14.28297 , $14.53271 , $14.51571 , $0.48917 , $0.47217 , $0.72191 , $0.70491 
30112021,06122021,HUX,HUATULCO,GPO 06-B,6-B,Contractual,101,TURBOSINA, $14.39096 ,-$0.58016 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.33151 , $0.30289 , $0.21071 , $0.33151 , $14.31874 , $14.30012 , $14.55148 , $14.53286 , $0.50794 , $0.48932 , $0.74068 , $0.72206 
30112021,06122021,HUX,HUATULCO,GPO 06-C,6-C,Contractual,101,TURBOSINA, $14.39096 ,-$0.58016 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.41908 , $0.38290 , $0.21071 , $0.41908 , $14.40631 , $14.38013 , $14.63905 , $14.61287 , $0.59551 , $0.56933 , $0.82825 , $0.80207 
30112021,06122021,HUX,HUATULCO,GPO 06-D,6-D,Contractual,101,TURBOSINA, $14.39096 ,-$0.58016 , $-   , $0.17643 , $0.01000 , $0.02203 , $0.46912 , $0.42862 , $0.21071 , $0.46912 , $14.45635 , $14.42585 , $14.68909 , $14.65859 , $0.64555 , $0.61505 , $0.87829 , $0.84779 
30112021,06122021,IZT,IXTEPEC,GPO 10-A,10-A,Adicional,101,TURBOSINA, $14.48732 , $-   , $-   , $-   , $-   , $-   , $0.31274 , $-   , $0.21071 , $0.31274 , $14.80006 , $-   , $15.01077 , $-   , $0.31274 , $-   , $0.52345 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 10-B,10-B,Adicional,101,TURBOSINA, $14.48732 , $-   , $-   , $-   , $-   , $-   , $0.33151 , $-   , $0.21071 , $0.33151 , $14.81883 , $-   , $15.02954 , $-   , $0.33151 , $-   , $0.54222 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 10-C,10-C,Adicional,101,TURBOSINA, $14.48732 , $-   , $-   , $-   , $-   , $-   , $0.41908 , $-   , $0.21071 , $0.41908 , $14.90640 , $-   , $15.11711 , $-   , $0.41908 , $-   , $0.62979 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 10-D,10-D,Adicional,101,TURBOSINA, $14.48732 , $-   , $-   , $-   , $-   , $-   , $0.46912 , $-   , $0.21071 , $0.46912 , $14.95644 , $-   , $15.16715 , $-   , $0.46912 , $-   , $0.67983 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 01-A,1-A,Contractual,101,TURBOSINA, $14.48732 ,-$0.05920 , $-   , $-   , $-   , $-   , $0.31274 , $-   , $0.21071 , $0.31274 , $14.74086 , $-   , $14.95157 , $-   , $0.31274 , $-   , $0.52345 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 01-B,1-B,Contractual,101,TURBOSINA, $14.48732 ,-$0.05920 , $-   , $-   , $-   , $-   , $0.33151 , $-   , $0.21071 , $0.33151 , $14.75963 , $-   , $14.97034 , $-   , $0.33151 , $-   , $0.54222 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 01-C,1-C,Contractual,101,TURBOSINA, $14.48732 ,-$0.05920 , $-   , $-   , $-   , $-   , $0.41908 , $-   , $0.21071 , $0.41908 , $14.84720 , $-   , $15.05791 , $-   , $0.41908 , $-   , $0.62979 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 01-D,1-D,Contractual,101,TURBOSINA, $14.48732 ,-$0.05920 , $-   , $-   , $-   , $-   , $0.46912 , $-   , $0.21071 , $0.46912 , $14.89724 , $-   , $15.10795 , $-   , $0.46912 , $-   , $0.67983 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 10-A,10-A,Contractual,101,TURBOSINA, $14.48732 , $-   , $-   , $-   , $-   , $-   , $0.31274 , $-   , $0.21071 , $0.31274 , $14.80006 , $-   , $15.01077 , $-   , $0.31274 , $-   , $0.52345 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 10-B,10-B,Contractual,101,TURBOSINA, $14.48732 , $-   , $-   , $-   , $-   , $-   , $0.33151 , $-   , $0.21071 , $0.33151 , $14.81883 , $-   , $15.02954 , $-   , $0.33151 , $-   , $0.54222 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 10-C,10-C,Contractual,101,TURBOSINA, $14.48732 , $-   , $-   , $-   , $-   , $-   , $0.41908 , $-   , $0.21071 , $0.41908 , $14.90640 , $-   , $15.11711 , $-   , $0.41908 , $-   , $0.62979 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 10-D,10-D,Contractual,101,TURBOSINA, $14.48732 , $-   , $-   , $-   , $-   , $-   , $0.46912 , $-   , $0.21071 , $0.46912 , $14.95644 , $-   , $15.16715 , $-   , $0.46912 , $-   , $0.67983 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 02-A,2-A,Contractual,101,TURBOSINA, $14.48732 ,-$0.29600 , $-   , $-   , $-   , $-   , $0.31274 , $-   , $0.21071 , $0.31274 , $14.50406 , $-   , $14.71477 , $-   , $0.31274 , $-   , $0.52345 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 02-B,2-B,Contractual,101,TURBOSINA, $14.48732 ,-$0.29600 , $-   , $-   , $-   , $-   , $0.33151 , $-   , $0.21071 , $0.33151 , $14.52283 , $-   , $14.73354 , $-   , $0.33151 , $-   , $0.54222 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 02-C,2-C,Contractual,101,TURBOSINA, $14.48732 ,-$0.29600 , $-   , $-   , $-   , $-   , $0.41908 , $-   , $0.21071 , $0.41908 , $14.61040 , $-   , $14.82111 , $-   , $0.41908 , $-   , $0.62979 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 02-D,2-D,Contractual,101,TURBOSINA, $14.48732 ,-$0.29600 , $-   , $-   , $-   , $-   , $0.46912 , $-   , $0.21071 , $0.46912 , $14.66044 , $-   , $14.87115 , $-   , $0.46912 , $-   , $0.67983 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 03-A,3-A,Contractual,101,TURBOSINA, $14.48732 ,-$0.35520 , $-   , $-   , $-   , $-   , $0.31274 , $-   , $0.21071 , $0.31274 , $14.44486 , $-   , $14.65557 , $-   , $0.31274 , $-   , $0.52345 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 03-B,3-B,Contractual,101,TURBOSINA, $14.48732 ,-$0.35520 , $-   , $-   , $-   , $-   , $0.33151 , $-   , $0.21071 , $0.33151 , $14.46363 , $-   , $14.67434 , $-   , $0.33151 , $-   , $0.54222 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 03-C,3-C,Contractual,101,TURBOSINA, $14.48732 ,-$0.35520 , $-   , $-   , $-   , $-   , $0.41908 , $-   , $0.21071 , $0.41908 , $14.55120 , $-   , $14.76191 , $-   , $0.41908 , $-   , $0.62979 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 03-D,3-D,Contractual,101,TURBOSINA, $14.48732 ,-$0.35520 , $-   , $-   , $-   , $-   , $0.46912 , $-   , $0.21071 , $0.46912 , $14.60124 , $-   , $14.81195 , $-   , $0.46912 , $-   , $0.67983 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 04-A,4-A,Contractual,101,TURBOSINA, $14.48732 ,-$0.50320 , $-   , $-   , $-   , $-   , $0.31274 , $-   , $0.21071 , $0.31274 , $14.29686 , $-   , $14.50757 , $-   , $0.31274 , $-   , $0.52345 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 04-B,4-B,Contractual,101,TURBOSINA, $14.48732 ,-$0.50320 , $-   , $-   , $-   , $-   , $0.33151 , $-   , $0.21071 , $0.33151 , $14.31563 , $-   , $14.52634 , $-   , $0.33151 , $-   , $0.54222 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 04-C,4-C,Contractual,101,TURBOSINA, $14.48732 ,-$0.50320 , $-   , $-   , $-   , $-   , $0.41908 , $-   , $0.21071 , $0.41908 , $14.40320 , $-   , $14.61391 , $-   , $0.41908 , $-   , $0.62979 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 04-D,4-D,Contractual,101,TURBOSINA, $14.48732 ,-$0.50320 , $-   , $-   , $-   , $-   , $0.46912 , $-   , $0.21071 , $0.46912 , $14.45324 , $-   , $14.66395 , $-   , $0.46912 , $-   , $0.67983 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 05-A,5-A,Contractual,101,TURBOSINA, $14.48732 ,-$0.56240 , $-   , $-   , $-   , $-   , $0.31274 , $-   , $0.21071 , $0.31274 , $14.23766 , $-   , $14.44837 , $-   , $0.31274 , $-   , $0.52345 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 05-B,5-B,Contractual,101,TURBOSINA, $14.48732 ,-$0.56240 , $-   , $-   , $-   , $-   , $0.33151 , $-   , $0.21071 , $0.33151 , $14.25643 , $-   , $14.46714 , $-   , $0.33151 , $-   , $0.54222 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 05-C,5-C,Contractual,101,TURBOSINA, $14.48732 ,-$0.56240 , $-   , $-   , $-   , $-   , $0.41908 , $-   , $0.21071 , $0.41908 , $14.34400 , $-   , $14.55471 , $-   , $0.41908 , $-   , $0.62979 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 05-D,5-D,Contractual,101,TURBOSINA, $14.48732 ,-$0.56240 , $-   , $-   , $-   , $-   , $0.46912 , $-   , $0.21071 , $0.46912 , $14.39404 , $-   , $14.60475 , $-   , $0.46912 , $-   , $0.67983 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 06-A,6-A,Contractual,101,TURBOSINA, $14.48732 ,-$0.58016 , $-   , $-   , $-   , $-   , $0.31274 , $-   , $0.21071 , $0.31274 , $14.21990 , $-   , $14.43061 , $-   , $0.31274 , $-   , $0.52345 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 06-B,6-B,Contractual,101,TURBOSINA, $14.48732 ,-$0.58016 , $-   , $-   , $-   , $-   , $0.33151 , $-   , $0.21071 , $0.33151 , $14.23867 , $-   , $14.44938 , $-   , $0.33151 , $-   , $0.54222 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 06-C,6-C,Contractual,101,TURBOSINA, $14.48732 ,-$0.58016 , $-   , $-   , $-   , $-   , $0.41908 , $-   , $0.21071 , $0.41908 , $14.32624 , $-   , $14.53695 , $-   , $0.41908 , $-   , $0.62979 , $-   
30112021,06122021,IZT,IXTEPEC,GPO 06-D,6-D,Contractual,101,TURBOSINA, $14.48732 ,-$0.58016 , $-   , $-   , $-   , $-   , $0.46912 , $-   , $0.21071 , $0.46912 , $14.37628 , $-   , $14.58699 , $-   , $0.46912 , $-   , $0.67983 , $-   
30112021,06122021,LAP,LA PAZ,GPO 10-A,10-A,Adicional,101,TURBOSINA, $14.44575 , $-   , $-   , $0.14100 , $-   , $0.09111 , $0.22022 , $-   , $0.11339 , $0.22022 , $14.80697 , $-   , $15.01147 , $-   , $0.36122 , $-   , $0.56572 , $-   
30112021,06122021,LAP,LA PAZ,GPO 10-B,10-B,Adicional,101,TURBOSINA, $14.44575 , $-   , $-   , $0.14100 , $-   , $0.09111 , $0.23343 , $-   , $0.11339 , $0.23343 , $14.82018 , $-   , $15.02468 , $-   , $0.37443 , $-   , $0.57893 , $-   
30112021,06122021,LAP,LA PAZ,GPO 10-C,10-C,Adicional,101,TURBOSINA, $14.44575 , $-   , $-   , $0.14100 , $-   , $0.09111 , $0.29509 , $-   , $0.11339 , $0.29509 , $14.88184 , $-   , $15.08634 , $-   , $0.43609 , $-   , $0.64059 , $-   
30112021,06122021,LAP,LA PAZ,GPO 10-D,10-D,Adicional,101,TURBOSINA, $14.44575 , $-   , $-   , $0.14100 , $-   , $0.09111 , $0.33033 , $-   , $0.11339 , $0.33033 , $14.91708 , $-   , $15.12158 , $-   , $0.47133 , $-   , $0.67583 , $-   
30112021,06122021,LAP,LA PAZ,GPO 01-A,1-A,Contractual,101,TURBOSINA, $14.44575 ,-$0.05920 , $-   , $0.14100 , $-   , $0.09111 , $0.22022 , $-   , $0.11339 , $0.22022 , $14.74777 , $-   , $14.95227 , $-   , $0.36122 , $-   , $0.56572 , $-   
30112021,06122021,LAP,LA PAZ,GPO 01-B,1-B,Contractual,101,TURBOSINA, $14.44575 ,-$0.05920 , $-   , $0.14100 , $-   , $0.09111 , $0.23343 , $-   , $0.11339 , $0.23343 , $14.76098 , $-   , $14.96548 , $-   , $0.37443 , $-   , $0.57893 , $-   
30112021,06122021,LAP,LA PAZ,GPO 01-C,1-C,Contractual,101,TURBOSINA, $14.44575 ,-$0.05920 , $-   , $0.14100 , $-   , $0.09111 , $0.29509 , $-   , $0.11339 , $0.29509 , $14.82264 , $-   , $15.02714 , $-   , $0.43609 , $-   , $0.64059 , $-   
30112021,06122021,LAP,LA PAZ,GPO 01-D,1-D,Contractual,101,TURBOSINA, $14.44575 ,-$0.05920 , $-   , $0.14100 , $-   , $0.09111 , $0.33033 , $-   , $0.11339 , $0.33033 , $14.85788 , $-   , $15.06238 , $-   , $0.47133 , $-   , $0.67583 , $-   
30112021,06122021,LAP,LA PAZ,GPO 10-A,10-A,Contractual,101,TURBOSINA, $14.44575 , $-   , $-   , $0.14100 , $-   , $0.09111 , $0.22022 , $-   , $0.11339 , $0.22022 , $14.80697 , $-   , $15.01147 , $-   , $0.36122 , $-   , $0.56572 , $-   
30112021,06122021,LAP,LA PAZ,GPO 10-B,10-B,Contractual,101,TURBOSINA, $14.44575 , $-   , $-   , $0.14100 , $-   , $0.09111 , $0.23343 , $-   , $0.11339 , $0.23343 , $14.82018 , $-   , $15.02468 , $-   , $0.37443 , $-   , $0.57893 , $-   
30112021,06122021,LAP,LA PAZ,GPO 10-C,10-C,Contractual,101,TURBOSINA, $14.44575 , $-   , $-   , $0.14100 , $-   , $0.09111 , $0.29509 , $-   , $0.11339 , $0.29509 , $14.88184 , $-   , $15.08634 , $-   , $0.43609 , $-   , $0.64059 , $-   
30112021,06122021,LAP,LA PAZ,GPO 10-D,10-D,Contractual,101,TURBOSINA, $14.44575 , $-   , $-   , $0.14100 , $-   , $0.09111 , $0.33033 , $-   , $0.11339 , $0.33033 , $14.91708 , $-   , $15.12158 , $-   , $0.47133 , $-   , $0.67583 , $-   
30112021,06122021,LAP,LA PAZ,GPO 02-A,2-A,Contractual,101,TURBOSINA, $14.44575 ,-$0.29600 , $-   , $0.14100 , $-   , $0.09111 , $0.22022 , $-   , $0.11339 , $0.22022 , $14.51097 , $-   , $14.71547 , $-   , $0.36122 , $-   , $0.56572 , $-   
30112021,06122021,LAP,LA PAZ,GPO 02-B,2-B,Contractual,101,TURBOSINA, $14.44575 ,-$0.29600 , $-   , $0.14100 , $-   , $0.09111 , $0.23343 , $-   , $0.11339 , $0.23343 , $14.52418 , $-   , $14.72868 , $-   , $0.37443 , $-   , $0.57893 , $-   
30112021,06122021,LAP,LA PAZ,GPO 02-C,2-C,Contractual,101,TURBOSINA, $14.44575 ,-$0.29600 , $-   , $0.14100 , $-   , $0.09111 , $0.29509 , $-   , $0.11339 , $0.29509 , $14.58584 , $-   , $14.79034 , $-   , $0.43609 , $-   , $0.64059 , $-   
30112021,06122021,LAP,LA PAZ,GPO 02-D,2-D,Contractual,101,TURBOSINA, $14.44575 ,-$0.29600 , $-   , $0.14100 , $-   , $0.09111 , $0.33033 , $-   , $0.11339 , $0.33033 , $14.62108 , $-   , $14.82558 , $-   , $0.47133 , $-   , $0.67583 , $-   
30112021,06122021,LAP,LA PAZ,GPO 03-A,3-A,Contractual,101,TURBOSINA, $14.44575 ,-$0.35520 , $-   , $0.14100 , $-   , $0.09111 , $0.22022 , $-   , $0.11339 , $0.22022 , $14.45177 , $-   , $14.65627 , $-   , $0.36122 , $-   , $0.56572 , $-   
30112021,06122021,LAP,LA PAZ,GPO 03-B,3-B,Contractual,101,TURBOSINA, $14.44575 ,-$0.35520 , $-   , $0.14100 , $-   , $0.09111 , $0.23343 , $-   , $0.11339 , $0.23343 , $14.46498 , $-   , $14.66948 , $-   , $0.37443 , $-   , $0.57893 , $-   
30112021,06122021,LAP,LA PAZ,GPO 03-C,3-C,Contractual,101,TURBOSINA, $14.44575 ,-$0.35520 , $-   , $0.14100 , $-   , $0.09111 , $0.29509 , $-   , $0.11339 , $0.29509 , $14.52664 , $-   , $14.73114 , $-   , $0.43609 , $-   , $0.64059 , $-   
30112021,06122021,LAP,LA PAZ,GPO 03-D,3-D,Contractual,101,TURBOSINA, $14.44575 ,-$0.35520 , $-   , $0.14100 , $-   , $0.09111 , $0.33033 , $-   , $0.11339 , $0.33033 , $14.56188 , $-   , $14.76638 , $-   , $0.47133 , $-   , $0.67583 , $-   
30112021,06122021,LAP,LA PAZ,GPO 04-A,4-A,Contractual,101,TURBOSINA, $14.44575 ,-$0.50320 , $-   , $0.14100 , $-   , $0.09111 , $0.22022 , $-   , $0.11339 , $0.22022 , $14.30377 , $-   , $14.50827 , $-   , $0.36122 , $-   , $0.56572 , $-   
30112021,06122021,LAP,LA PAZ,GPO 04-B,4-B,Contractual,101,TURBOSINA, $14.44575 ,-$0.50320 , $-   , $0.14100 , $-   , $0.09111 , $0.23343 , $-   , $0.11339 , $0.23343 , $14.31698 , $-   , $14.52148 , $-   , $0.37443 , $-   , $0.57893 , $-   
30112021,06122021,LAP,LA PAZ,GPO 04-C,4-C,Contractual,101,TURBOSINA, $14.44575 ,-$0.50320 , $-   , $0.14100 , $-   , $0.09111 , $0.29509 , $-   , $0.11339 , $0.29509 , $14.37864 , $-   , $14.58314 , $-   , $0.43609 , $-   , $0.64059 , $-   
30112021,06122021,LAP,LA PAZ,GPO 04-D,4-D,Contractual,101,TURBOSINA, $14.44575 ,-$0.50320 , $-   , $0.14100 , $-   , $0.09111 , $0.33033 , $-   , $0.11339 , $0.33033 , $14.41388 , $-   , $14.61838 , $-   , $0.47133 , $-   , $0.67583 , $-   
30112021,06122021,LAP,LA PAZ,GPO 05-A,5-A,Contractual,101,TURBOSINA, $14.44575 ,-$0.56240 , $-   , $0.14100 , $-   , $0.09111 , $0.22022 , $-   , $0.11339 , $0.22022 , $14.24457 , $-   , $14.44907 , $-   , $0.36122 , $-   , $0.56572 , $-   
30112021,06122021,LAP,LA PAZ,GPO 05-B,5-B,Contractual,101,TURBOSINA, $14.44575 ,-$0.56240 , $-   , $0.14100 , $-   , $0.09111 , $0.23343 , $-   , $0.11339 , $0.23343 , $14.25778 , $-   , $14.46228 , $-   , $0.37443 , $-   , $0.57893 , $-   
30112021,06122021,LAP,LA PAZ,GPO 05-C,5-C,Contractual,101,TURBOSINA, $14.44575 ,-$0.56240 , $-   , $0.14100 , $-   , $0.09111 , $0.29509 , $-   , $0.11339 , $0.29509 , $14.31944 , $-   , $14.52394 , $-   , $0.43609 , $-   , $0.64059 , $-   
30112021,06122021,LAP,LA PAZ,GPO 05-D,5-D,Contractual,101,TURBOSINA, $14.44575 ,-$0.56240 , $-   , $0.14100 , $-   , $0.09111 , $0.33033 , $-   , $0.11339 , $0.33033 , $14.35468 , $-   , $14.55918 , $-   , $0.47133 , $-   , $0.67583 , $-   
30112021,06122021,LAP,LA PAZ,GPO 06-A,6-A,Contractual,101,TURBOSINA, $14.44575 ,-$0.58016 , $-   , $0.14100 , $-   , $0.09111 , $0.22022 , $-   , $0.11339 , $0.22022 , $14.22681 , $-   , $14.43131 , $-   , $0.36122 , $-   , $0.56572 , $-   
30112021,06122021,LAP,LA PAZ,GPO 06-B,6-B,Contractual,101,TURBOSINA, $14.44575 ,-$0.58016 , $-   , $0.14100 , $-   , $0.09111 , $0.23343 , $-   , $0.11339 , $0.23343 , $14.24002 , $-   , $14.44452 , $-   , $0.37443 , $-   , $0.57893 , $-   
30112021,06122021,LAP,LA PAZ,GPO 06-C,6-C,Contractual,101,TURBOSINA, $14.44575 ,-$0.58016 , $-   , $0.14100 , $-   , $0.09111 , $0.29509 , $-   , $0.11339 , $0.29509 , $14.30168 , $-   , $14.50618 , $-   , $0.43609 , $-   , $0.64059 , $-   
30112021,06122021,LAP,LA PAZ,GPO 06-D,6-D,Contractual,101,TURBOSINA, $14.44575 ,-$0.58016 , $-   , $0.14100 , $-   , $0.09111 , $0.33033 , $-   , $0.11339 , $0.33033 , $14.33692 , $-   , $14.54142 , $-   , $0.47133 , $-   , $0.67583 , $-   
